time_ps,time_us,ideal_clk,Fout,E_combined,edge_type
165632000,165.632,1,0,749,ideal_clk_rise
165640000,165.640,1,0,749,ideal_clk_rise
165648000,165.648,1,0,749,ideal_clk_rise
165656000,165.656,1,0,749,ideal_clk_rise
165664000,165.664,1,0,-60,ideal_clk_rise
165672000,165.672,1,0,-60,ideal_clk_rise
165680000,165.680,1,0,-60,ideal_clk_rise
165688000,165.688,1,0,-60,ideal_clk_rise
165696000,165.696,1,0,-60,ideal_clk_rise
165704000,165.704,1,0,-60,ideal_clk_rise
165712000,165.712,1,0,-60,ideal_clk_rise
165720000,165.720,1,0,-60,ideal_clk_rise
165728000,165.728,1,0,-60,ideal_clk_rise
165736000,165.736,1,0,-60,ideal_clk_rise
165744000,165.744,1,0,-60,ideal_clk_rise
165752000,165.752,1,0,-60,ideal_clk_rise
165760000,165.760,1,0,-60,ideal_clk_rise
165768000,165.768,1,0,-60,ideal_clk_rise
165776000,165.776,1,0,-60,ideal_clk_rise
165784000,165.784,1,0,152,ideal_clk_rise
165792000,165.792,1,0,152,ideal_clk_rise
165800000,165.800,1,0,152,ideal_clk_rise
165808000,165.808,1,0,152,ideal_clk_rise
165816000,165.816,1,0,152,ideal_clk_rise
165824000,165.824,1,0,152,ideal_clk_rise
165832000,165.832,1,0,152,ideal_clk_rise
165840000,165.840,1,0,152,ideal_clk_rise
165848000,165.848,1,0,152,ideal_clk_rise
165856000,165.856,1,0,152,ideal_clk_rise
165864000,165.864,1,0,152,ideal_clk_rise
165872000,165.872,1,0,152,ideal_clk_rise
165880000,165.880,1,0,152,ideal_clk_rise
165888000,165.888,1,0,152,ideal_clk_rise
165896000,165.896,1,0,-659,ideal_clk_rise
165904000,165.904,1,0,-659,ideal_clk_rise
165912000,165.912,1,0,-659,ideal_clk_rise
165920000,165.920,1,0,-659,ideal_clk_rise
165928000,165.928,1,0,-659,ideal_clk_rise
165936000,165.936,1,0,-659,ideal_clk_rise
165944000,165.944,1,0,-659,ideal_clk_rise
165952000,165.952,1,0,-659,ideal_clk_rise
165960000,165.960,1,0,-659,ideal_clk_rise
165968000,165.968,1,0,-659,ideal_clk_rise
165976000,165.976,1,0,-659,ideal_clk_rise
165984000,165.984,1,0,-659,ideal_clk_rise
165992000,165.992,1,0,-659,ideal_clk_rise
166000000,166.000,1,1,-659,ideal_clk_rise
166008000,166.008,1,0,577,ideal_clk_rise
166016000,166.016,1,0,577,ideal_clk_rise
166024000,166.024,1,0,577,ideal_clk_rise
166032000,166.032,1,0,577,ideal_clk_rise
166040000,166.040,1,0,577,ideal_clk_rise
166048000,166.048,1,0,577,ideal_clk_rise
166056000,166.056,1,0,577,ideal_clk_rise
166064000,166.064,1,0,577,ideal_clk_rise
166072000,166.072,1,0,577,ideal_clk_rise
166080000,166.080,1,0,577,ideal_clk_rise
166088000,166.088,1,0,577,ideal_clk_rise
166096000,166.096,1,0,577,ideal_clk_rise
166104000,166.104,1,0,577,ideal_clk_rise
166112000,166.112,1,1,577,ideal_clk_rise
166120000,166.120,1,0,-233,ideal_clk_rise
166128000,166.128,1,0,-233,ideal_clk_rise
166136000,166.136,1,0,-233,ideal_clk_rise
166144000,166.144,1,0,-233,ideal_clk_rise
166152000,166.152,1,0,-233,ideal_clk_rise
166160000,166.160,1,0,-233,ideal_clk_rise
166168000,166.168,1,0,-233,ideal_clk_rise
166176000,166.176,1,0,-233,ideal_clk_rise
166184000,166.184,1,0,-233,ideal_clk_rise
166192000,166.192,1,0,-233,ideal_clk_rise
166200000,166.200,1,0,-233,ideal_clk_rise
166208000,166.208,1,0,-233,ideal_clk_rise
166216000,166.216,1,0,-233,ideal_clk_rise
166224000,166.224,1,0,-233,ideal_clk_rise
166232000,166.232,1,0,-233,ideal_clk_rise
166240000,166.240,1,0,1003,ideal_clk_rise
166248000,166.248,1,0,1003,ideal_clk_rise
166256000,166.256,1,0,1003,ideal_clk_rise
166264000,166.264,1,0,1003,ideal_clk_rise
166272000,166.272,1,0,1003,ideal_clk_rise
166280000,166.280,1,0,1003,ideal_clk_rise
166288000,166.288,1,0,1003,ideal_clk_rise
166296000,166.296,1,0,1003,ideal_clk_rise
166304000,166.304,1,0,1003,ideal_clk_rise
166312000,166.312,1,0,1003,ideal_clk_rise
166320000,166.320,1,0,1003,ideal_clk_rise
166328000,166.328,1,0,1003,ideal_clk_rise
166336000,166.336,1,0,1003,ideal_clk_rise
166344000,166.344,1,0,1003,ideal_clk_rise
166352000,166.352,1,0,-1855,ideal_clk_rise
166360000,166.360,1,0,-1855,ideal_clk_rise
166368000,166.368,1,0,-1855,ideal_clk_rise
166376000,166.376,1,0,-1855,ideal_clk_rise
166384000,166.384,1,0,-1855,ideal_clk_rise
166392000,166.392,1,0,-1855,ideal_clk_rise
166400000,166.400,1,0,-1855,ideal_clk_rise
166408000,166.408,1,0,-1855,ideal_clk_rise
166416000,166.416,1,0,-1855,ideal_clk_rise
166424000,166.424,1,0,-1855,ideal_clk_rise
166432000,166.432,1,0,-1855,ideal_clk_rise
166440000,166.440,1,0,-1855,ideal_clk_rise
166448000,166.448,1,0,-1855,ideal_clk_rise
166456000,166.456,1,1,-1855,ideal_clk_rise
166464000,166.464,1,0,1427,ideal_clk_rise
166472000,166.472,1,0,1427,ideal_clk_rise
166480000,166.480,1,0,1427,ideal_clk_rise
166488000,166.488,1,0,1427,ideal_clk_rise
166496000,166.496,1,0,1427,ideal_clk_rise
166504000,166.504,1,0,1427,ideal_clk_rise
166512000,166.512,1,0,1427,ideal_clk_rise
166520000,166.520,1,0,1427,ideal_clk_rise
166528000,166.528,1,0,1427,ideal_clk_rise
166536000,166.536,1,0,1427,ideal_clk_rise
166544000,166.544,1,0,1427,ideal_clk_rise
166552000,166.552,1,0,1427,ideal_clk_rise
166560000,166.560,1,0,1427,ideal_clk_rise
166568000,166.568,1,0,1427,ideal_clk_rise
166576000,166.576,1,0,-405,ideal_clk_rise
166584000,166.584,1,0,-405,ideal_clk_rise
166592000,166.592,1,0,-405,ideal_clk_rise
166600000,166.600,1,0,-405,ideal_clk_rise
166608000,166.608,1,0,-405,ideal_clk_rise
166616000,166.616,1,0,-405,ideal_clk_rise
166624000,166.624,1,0,-405,ideal_clk_rise
166632000,166.632,1,0,-405,ideal_clk_rise
166640000,166.640,1,0,-405,ideal_clk_rise
166648000,166.648,1,0,-405,ideal_clk_rise
166656000,166.656,1,0,-405,ideal_clk_rise
166664000,166.664,1,0,-405,ideal_clk_rise
166672000,166.672,1,0,-405,ideal_clk_rise
166680000,166.680,1,0,-405,ideal_clk_rise
166688000,166.688,1,0,-405,ideal_clk_rise
166696000,166.696,1,0,-194,ideal_clk_rise
166704000,166.704,1,0,-194,ideal_clk_rise
166712000,166.712,1,0,-194,ideal_clk_rise
166720000,166.720,1,0,-194,ideal_clk_rise
166728000,166.728,1,0,-194,ideal_clk_rise
166736000,166.736,1,0,-194,ideal_clk_rise
166744000,166.744,1,0,-194,ideal_clk_rise
166752000,166.752,1,0,-194,ideal_clk_rise
166760000,166.760,1,0,-194,ideal_clk_rise
166768000,166.768,1,0,-194,ideal_clk_rise
166776000,166.776,1,0,-194,ideal_clk_rise
166784000,166.784,1,0,-194,ideal_clk_rise
166792000,166.792,1,0,-194,ideal_clk_rise
166800000,166.800,1,0,-194,ideal_clk_rise
166808000,166.808,1,0,19,ideal_clk_rise
166816000,166.816,1,0,19,ideal_clk_rise
166824000,166.824,1,0,19,ideal_clk_rise
166832000,166.832,1,0,19,ideal_clk_rise
166840000,166.840,1,0,19,ideal_clk_rise
166848000,166.848,1,0,19,ideal_clk_rise
166856000,166.856,1,0,19,ideal_clk_rise
166864000,166.864,1,0,19,ideal_clk_rise
166872000,166.872,1,0,19,ideal_clk_rise
166880000,166.880,1,0,19,ideal_clk_rise
166888000,166.888,1,0,19,ideal_clk_rise
166896000,166.896,1,0,19,ideal_clk_rise
166904000,166.904,1,0,19,ideal_clk_rise
166912000,166.912,1,0,19,ideal_clk_rise
166920000,166.920,1,0,232,ideal_clk_rise
166928000,166.928,1,0,232,ideal_clk_rise
166936000,166.936,1,0,232,ideal_clk_rise
166944000,166.944,1,0,232,ideal_clk_rise
166952000,166.952,1,0,232,ideal_clk_rise
166960000,166.960,1,0,232,ideal_clk_rise
166968000,166.968,1,0,232,ideal_clk_rise
166976000,166.976,1,0,232,ideal_clk_rise
166984000,166.984,1,0,232,ideal_clk_rise
166992000,166.992,1,0,232,ideal_clk_rise
167000000,167.000,1,0,232,ideal_clk_rise
167008000,167.008,1,0,232,ideal_clk_rise
167016000,167.016,1,0,232,ideal_clk_rise
167024000,167.024,1,0,232,ideal_clk_rise
167032000,167.032,1,0,445,ideal_clk_rise
167040000,167.040,1,0,445,ideal_clk_rise
167048000,167.048,1,0,445,ideal_clk_rise
167056000,167.056,1,0,445,ideal_clk_rise
167064000,167.064,1,0,445,ideal_clk_rise
167072000,167.072,1,0,445,ideal_clk_rise
167080000,167.080,1,0,445,ideal_clk_rise
167088000,167.088,1,0,445,ideal_clk_rise
167096000,167.096,1,0,445,ideal_clk_rise
167104000,167.104,1,0,445,ideal_clk_rise
167112000,167.112,1,0,445,ideal_clk_rise
167120000,167.120,1,0,445,ideal_clk_rise
167128000,167.128,1,0,445,ideal_clk_rise
167136000,167.136,1,0,445,ideal_clk_rise
167144000,167.144,1,0,445,ideal_clk_rise
167152000,167.152,1,0,-366,ideal_clk_rise
167160000,167.160,1,0,-366,ideal_clk_rise
167168000,167.168,1,0,-366,ideal_clk_rise
167176000,167.176,1,0,-366,ideal_clk_rise
167184000,167.184,1,0,-366,ideal_clk_rise
167192000,167.192,1,0,-366,ideal_clk_rise
167200000,167.200,1,0,-366,ideal_clk_rise
167208000,167.208,1,0,-366,ideal_clk_rise
167216000,167.216,1,0,-366,ideal_clk_rise
167224000,167.224,1,0,-366,ideal_clk_rise
167232000,167.232,1,0,-366,ideal_clk_rise
167240000,167.240,1,0,-366,ideal_clk_rise
167248000,167.248,1,0,-366,ideal_clk_rise
167256000,167.256,1,0,-366,ideal_clk_rise
167264000,167.264,1,0,-1178,ideal_clk_rise
167272000,167.272,1,0,-1178,ideal_clk_rise
167280000,167.280,1,0,-1178,ideal_clk_rise
167288000,167.288,1,0,-1178,ideal_clk_rise
167296000,167.296,1,0,-1178,ideal_clk_rise
167304000,167.304,1,0,-1178,ideal_clk_rise
167312000,167.312,1,0,-1178,ideal_clk_rise
167320000,167.320,1,0,-1178,ideal_clk_rise
167328000,167.328,1,0,-1178,ideal_clk_rise
167336000,167.336,1,0,-1178,ideal_clk_rise
167344000,167.344,1,0,-1178,ideal_clk_rise
167352000,167.352,1,0,-1178,ideal_clk_rise
167360000,167.360,1,0,-1178,ideal_clk_rise
167368000,167.368,1,0,-1178,ideal_clk_rise
167376000,167.376,1,0,1082,ideal_clk_rise
167384000,167.384,1,0,1082,ideal_clk_rise
167392000,167.392,1,0,1082,ideal_clk_rise
167400000,167.400,1,0,1082,ideal_clk_rise
167408000,167.408,1,0,1082,ideal_clk_rise
167416000,167.416,1,0,1082,ideal_clk_rise
167424000,167.424,1,0,1082,ideal_clk_rise
167432000,167.432,1,0,1082,ideal_clk_rise
167440000,167.440,1,0,1082,ideal_clk_rise
167448000,167.448,1,0,1082,ideal_clk_rise
167456000,167.456,1,0,1082,ideal_clk_rise
167464000,167.464,1,0,1082,ideal_clk_rise
167472000,167.472,1,0,1082,ideal_clk_rise
167480000,167.480,1,0,1082,ideal_clk_rise
167488000,167.488,1,0,273,ideal_clk_rise
167496000,167.496,1,0,273,ideal_clk_rise
167504000,167.504,1,0,273,ideal_clk_rise
167512000,167.512,1,0,273,ideal_clk_rise
167520000,167.520,1,0,273,ideal_clk_rise
167528000,167.528,1,0,273,ideal_clk_rise
167536000,167.536,1,0,273,ideal_clk_rise
167544000,167.544,1,0,273,ideal_clk_rise
167552000,167.552,1,0,273,ideal_clk_rise
167560000,167.560,1,0,273,ideal_clk_rise
167568000,167.568,1,0,273,ideal_clk_rise
167576000,167.576,1,0,273,ideal_clk_rise
167584000,167.584,1,0,273,ideal_clk_rise
167592000,167.592,1,0,273,ideal_clk_rise
167600000,167.600,1,0,-539,ideal_clk_rise
167608000,167.608,1,0,-539,ideal_clk_rise
167616000,167.616,1,0,-539,ideal_clk_rise
167624000,167.624,1,0,-539,ideal_clk_rise
167632000,167.632,1,0,-539,ideal_clk_rise
167640000,167.640,1,0,-539,ideal_clk_rise
167648000,167.648,1,0,-539,ideal_clk_rise
167656000,167.656,1,0,-539,ideal_clk_rise
167664000,167.664,1,0,-539,ideal_clk_rise
167672000,167.672,1,0,-539,ideal_clk_rise
167680000,167.680,1,0,-539,ideal_clk_rise
167688000,167.688,1,0,-539,ideal_clk_rise
167696000,167.696,1,0,-539,ideal_clk_rise
167704000,167.704,1,0,-539,ideal_clk_rise
167712000,167.712,1,0,-539,ideal_clk_rise
167720000,167.720,1,0,697,ideal_clk_rise
167728000,167.728,1,0,697,ideal_clk_rise
167736000,167.736,1,0,697,ideal_clk_rise
167744000,167.744,1,0,697,ideal_clk_rise
167752000,167.752,1,0,697,ideal_clk_rise
167760000,167.760,1,0,697,ideal_clk_rise
167768000,167.768,1,0,697,ideal_clk_rise
167776000,167.776,1,0,697,ideal_clk_rise
167784000,167.784,1,0,697,ideal_clk_rise
167792000,167.792,1,0,697,ideal_clk_rise
167800000,167.800,1,0,697,ideal_clk_rise
167808000,167.808,1,0,697,ideal_clk_rise
167816000,167.816,1,0,697,ideal_clk_rise
167824000,167.824,1,0,697,ideal_clk_rise
167832000,167.832,1,0,-1137,ideal_clk_rise
167840000,167.840,1,0,-1137,ideal_clk_rise
167848000,167.848,1,0,-1137,ideal_clk_rise
167856000,167.856,1,0,-1137,ideal_clk_rise
167864000,167.864,1,0,-1137,ideal_clk_rise
167872000,167.872,1,0,-1137,ideal_clk_rise
167880000,167.880,1,0,-1137,ideal_clk_rise
167888000,167.888,1,0,-1137,ideal_clk_rise
167896000,167.896,1,0,-1137,ideal_clk_rise
167904000,167.904,1,0,-1137,ideal_clk_rise
167912000,167.912,1,0,-1137,ideal_clk_rise
167920000,167.920,1,0,-1137,ideal_clk_rise
167928000,167.928,1,0,-1137,ideal_clk_rise
167936000,167.936,1,0,-1137,ideal_clk_rise
167944000,167.944,1,0,1122,ideal_clk_rise
167952000,167.952,1,0,1122,ideal_clk_rise
167960000,167.960,1,0,1122,ideal_clk_rise
167968000,167.968,1,0,1122,ideal_clk_rise
167976000,167.976,1,0,1122,ideal_clk_rise
167984000,167.984,1,0,1122,ideal_clk_rise
167992000,167.992,1,0,1122,ideal_clk_rise
168000000,168.000,1,0,1122,ideal_clk_rise
168008000,168.008,1,0,1122,ideal_clk_rise
168016000,168.016,1,0,1122,ideal_clk_rise
168024000,168.024,1,0,1122,ideal_clk_rise
168032000,168.032,1,0,1122,ideal_clk_rise
168040000,168.040,1,0,1122,ideal_clk_rise
168048000,168.048,1,0,1122,ideal_clk_rise
168056000,168.056,1,0,-711,ideal_clk_rise
168064000,168.064,1,0,-711,ideal_clk_rise
168072000,168.072,1,0,-711,ideal_clk_rise
168080000,168.080,1,0,-711,ideal_clk_rise
168088000,168.088,1,0,-711,ideal_clk_rise
168096000,168.096,1,0,-711,ideal_clk_rise
168104000,168.104,1,0,-711,ideal_clk_rise
168112000,168.112,1,0,-711,ideal_clk_rise
168120000,168.120,1,0,-711,ideal_clk_rise
168128000,168.128,1,0,-711,ideal_clk_rise
168136000,168.136,1,0,-711,ideal_clk_rise
168144000,168.144,1,0,-711,ideal_clk_rise
168152000,168.152,1,0,-711,ideal_clk_rise
168160000,168.160,1,0,-711,ideal_clk_rise
168168000,168.168,1,0,-711,ideal_clk_rise
168176000,168.176,1,0,524,ideal_clk_rise
168184000,168.184,1,0,524,ideal_clk_rise
168192000,168.192,1,0,524,ideal_clk_rise
168200000,168.200,1,0,524,ideal_clk_rise
168208000,168.208,1,0,524,ideal_clk_rise
168216000,168.216,1,0,524,ideal_clk_rise
168224000,168.224,1,0,524,ideal_clk_rise
168232000,168.232,1,0,524,ideal_clk_rise
168240000,168.240,1,0,524,ideal_clk_rise
168248000,168.248,1,0,524,ideal_clk_rise
168256000,168.256,1,0,524,ideal_clk_rise
168264000,168.264,1,0,524,ideal_clk_rise
168272000,168.272,1,0,524,ideal_clk_rise
168280000,168.280,1,0,524,ideal_clk_rise
168288000,168.288,1,0,-286,ideal_clk_rise
168296000,168.296,1,0,-286,ideal_clk_rise
168304000,168.304,1,0,-286,ideal_clk_rise
168312000,168.312,1,0,-286,ideal_clk_rise
168320000,168.320,1,0,-286,ideal_clk_rise
168328000,168.328,1,0,-286,ideal_clk_rise
168336000,168.336,1,0,-286,ideal_clk_rise
168344000,168.344,1,0,-286,ideal_clk_rise
168352000,168.352,1,0,-286,ideal_clk_rise
168360000,168.360,1,0,-286,ideal_clk_rise
168368000,168.368,1,0,-286,ideal_clk_rise
168376000,168.376,1,0,-286,ideal_clk_rise
168384000,168.384,1,0,-286,ideal_clk_rise
168392000,168.392,1,1,-286,ideal_clk_rise
168400000,168.400,1,0,-74,ideal_clk_rise
168408000,168.408,1,0,-74,ideal_clk_rise
168416000,168.416,1,0,-74,ideal_clk_rise
168424000,168.424,1,0,-74,ideal_clk_rise
168432000,168.432,1,0,-74,ideal_clk_rise
168440000,168.440,1,0,-74,ideal_clk_rise
168448000,168.448,1,0,-74,ideal_clk_rise
168456000,168.456,1,0,-74,ideal_clk_rise
168464000,168.464,1,0,-74,ideal_clk_rise
168472000,168.472,1,0,-74,ideal_clk_rise
168480000,168.480,1,0,-74,ideal_clk_rise
168488000,168.488,1,0,-74,ideal_clk_rise
168496000,168.496,1,0,-74,ideal_clk_rise
168504000,168.504,1,0,-74,ideal_clk_rise
168512000,168.512,1,0,-74,ideal_clk_rise
168520000,168.520,1,0,139,ideal_clk_rise
168528000,168.528,1,0,139,ideal_clk_rise
168536000,168.536,1,0,139,ideal_clk_rise
168544000,168.544,1,0,139,ideal_clk_rise
168552000,168.552,1,0,139,ideal_clk_rise
168560000,168.560,1,0,139,ideal_clk_rise
168568000,168.568,1,0,139,ideal_clk_rise
168576000,168.576,1,0,139,ideal_clk_rise
168584000,168.584,1,0,139,ideal_clk_rise
168592000,168.592,1,0,139,ideal_clk_rise
168600000,168.600,1,0,139,ideal_clk_rise
168608000,168.608,1,0,139,ideal_clk_rise
168616000,168.616,1,0,139,ideal_clk_rise
168624000,168.624,1,0,139,ideal_clk_rise
168632000,168.632,1,0,-672,ideal_clk_rise
168640000,168.640,1,0,-672,ideal_clk_rise
168648000,168.648,1,0,-672,ideal_clk_rise
168656000,168.656,1,0,-672,ideal_clk_rise
168664000,168.664,1,0,-672,ideal_clk_rise
168672000,168.672,1,0,-672,ideal_clk_rise
168680000,168.680,1,0,-672,ideal_clk_rise
168688000,168.688,1,0,-672,ideal_clk_rise
168696000,168.696,1,0,-672,ideal_clk_rise
168704000,168.704,1,0,-672,ideal_clk_rise
168712000,168.712,1,0,-672,ideal_clk_rise
168720000,168.720,1,0,-672,ideal_clk_rise
168728000,168.728,1,0,-672,ideal_clk_rise
168736000,168.736,1,0,-672,ideal_clk_rise
168744000,168.744,1,0,564,ideal_clk_rise
168752000,168.752,1,0,564,ideal_clk_rise
168760000,168.760,1,0,564,ideal_clk_rise
168768000,168.768,1,0,564,ideal_clk_rise
168776000,168.776,1,0,564,ideal_clk_rise
168784000,168.784,1,0,564,ideal_clk_rise
168792000,168.792,1,0,564,ideal_clk_rise
168800000,168.800,1,0,564,ideal_clk_rise
168808000,168.808,1,0,564,ideal_clk_rise
168816000,168.816,1,0,564,ideal_clk_rise
168824000,168.824,1,0,564,ideal_clk_rise
168832000,168.832,1,0,564,ideal_clk_rise
168840000,168.840,1,0,564,ideal_clk_rise
168848000,168.848,1,0,564,ideal_clk_rise
168856000,168.856,1,0,778,ideal_clk_rise
168864000,168.864,1,0,778,ideal_clk_rise
168872000,168.872,1,0,778,ideal_clk_rise
168880000,168.880,1,0,778,ideal_clk_rise
168888000,168.888,1,0,778,ideal_clk_rise
168896000,168.896,1,0,778,ideal_clk_rise
168904000,168.904,1,0,778,ideal_clk_rise
168912000,168.912,1,0,778,ideal_clk_rise
168920000,168.920,1,0,778,ideal_clk_rise
168928000,168.928,1,0,778,ideal_clk_rise
168936000,168.936,1,0,778,ideal_clk_rise
168944000,168.944,1,0,778,ideal_clk_rise
168952000,168.952,1,0,778,ideal_clk_rise
168960000,168.960,1,0,778,ideal_clk_rise
168968000,168.968,1,0,-1057,ideal_clk_rise
168976000,168.976,1,0,-1057,ideal_clk_rise
168984000,168.984,1,0,-1057,ideal_clk_rise
168992000,168.992,1,0,-1057,ideal_clk_rise
169000000,169.000,1,0,-1057,ideal_clk_rise
169008000,169.008,1,0,-1057,ideal_clk_rise
169016000,169.016,1,0,-1057,ideal_clk_rise
169024000,169.024,1,0,-1057,ideal_clk_rise
169032000,169.032,1,0,-1057,ideal_clk_rise
169040000,169.040,1,0,-1057,ideal_clk_rise
169048000,169.048,1,0,-1057,ideal_clk_rise
169056000,169.056,1,0,-1057,ideal_clk_rise
169064000,169.064,1,0,-1057,ideal_clk_rise
169072000,169.072,1,0,-1057,ideal_clk_rise
169080000,169.080,1,0,-1057,ideal_clk_rise
169088000,169.088,1,0,178,ideal_clk_rise
169096000,169.096,1,0,178,ideal_clk_rise
169104000,169.104,1,0,178,ideal_clk_rise
169112000,169.112,1,0,178,ideal_clk_rise
169120000,169.120,1,0,178,ideal_clk_rise
169128000,169.128,1,0,178,ideal_clk_rise
169136000,169.136,1,0,178,ideal_clk_rise
169144000,169.144,1,0,178,ideal_clk_rise
169152000,169.152,1,0,178,ideal_clk_rise
169160000,169.160,1,0,178,ideal_clk_rise
169168000,169.168,1,0,178,ideal_clk_rise
169176000,169.176,1,0,178,ideal_clk_rise
169184000,169.184,1,0,178,ideal_clk_rise
169192000,169.192,1,0,178,ideal_clk_rise
169200000,169.200,1,0,392,ideal_clk_rise
169208000,169.208,1,0,392,ideal_clk_rise
169216000,169.216,1,0,392,ideal_clk_rise
169224000,169.224,1,0,392,ideal_clk_rise
169232000,169.232,1,0,392,ideal_clk_rise
169240000,169.240,1,0,392,ideal_clk_rise
169248000,169.248,1,0,392,ideal_clk_rise
169256000,169.256,1,0,392,ideal_clk_rise
169264000,169.264,1,0,392,ideal_clk_rise
169272000,169.272,1,0,392,ideal_clk_rise
169280000,169.280,1,0,392,ideal_clk_rise
169288000,169.288,1,0,392,ideal_clk_rise
169296000,169.296,1,0,392,ideal_clk_rise
169304000,169.304,1,1,392,ideal_clk_rise
169312000,169.312,1,0,-419,ideal_clk_rise
169320000,169.320,1,0,-419,ideal_clk_rise
169328000,169.328,1,0,-419,ideal_clk_rise
169336000,169.336,1,0,-419,ideal_clk_rise
169344000,169.344,1,0,-419,ideal_clk_rise
169352000,169.352,1,0,-419,ideal_clk_rise
169360000,169.360,1,0,-419,ideal_clk_rise
169368000,169.368,1,0,-419,ideal_clk_rise
169376000,169.376,1,0,-419,ideal_clk_rise
169384000,169.384,1,0,-419,ideal_clk_rise
169392000,169.392,1,0,-419,ideal_clk_rise
169400000,169.400,1,0,-419,ideal_clk_rise
169408000,169.408,1,0,-419,ideal_clk_rise
169416000,169.416,1,1,-419,ideal_clk_rise
169424000,169.424,1,0,-207,ideal_clk_rise
169432000,169.432,1,0,-207,ideal_clk_rise
169440000,169.440,1,0,-207,ideal_clk_rise
169448000,169.448,1,0,-207,ideal_clk_rise
169456000,169.456,1,0,-207,ideal_clk_rise
169464000,169.464,1,0,-207,ideal_clk_rise
169472000,169.472,1,0,-207,ideal_clk_rise
169480000,169.480,1,0,-207,ideal_clk_rise
169488000,169.488,1,0,-207,ideal_clk_rise
169496000,169.496,1,0,-207,ideal_clk_rise
169504000,169.504,1,0,-207,ideal_clk_rise
169512000,169.512,1,0,-207,ideal_clk_rise
169520000,169.520,1,0,-207,ideal_clk_rise
169528000,169.528,1,0,-207,ideal_clk_rise
169536000,169.536,1,0,-207,ideal_clk_rise
169544000,169.544,1,0,1030,ideal_clk_rise
169552000,169.552,1,0,1030,ideal_clk_rise
169560000,169.560,1,0,1030,ideal_clk_rise
169568000,169.568,1,0,1030,ideal_clk_rise
169576000,169.576,1,0,1030,ideal_clk_rise
169584000,169.584,1,0,1030,ideal_clk_rise
169592000,169.592,1,0,1030,ideal_clk_rise
169600000,169.600,1,0,1030,ideal_clk_rise
169608000,169.608,1,0,1030,ideal_clk_rise
169616000,169.616,1,0,1030,ideal_clk_rise
169624000,169.624,1,0,1030,ideal_clk_rise
169632000,169.632,1,0,1030,ideal_clk_rise
169640000,169.640,1,0,1030,ideal_clk_rise
169648000,169.648,1,0,1030,ideal_clk_rise
169656000,169.656,1,0,-804,ideal_clk_rise
169664000,169.664,1,0,-804,ideal_clk_rise
169672000,169.672,1,0,-804,ideal_clk_rise
169680000,169.680,1,0,-804,ideal_clk_rise
169688000,169.688,1,0,-804,ideal_clk_rise
169696000,169.696,1,0,-804,ideal_clk_rise
169704000,169.704,1,0,-804,ideal_clk_rise
169712000,169.712,1,0,-804,ideal_clk_rise
169720000,169.720,1,0,-804,ideal_clk_rise
169728000,169.728,1,0,-804,ideal_clk_rise
169736000,169.736,1,0,-804,ideal_clk_rise
169744000,169.744,1,0,-804,ideal_clk_rise
169752000,169.752,1,0,-804,ideal_clk_rise
169760000,169.760,1,0,-804,ideal_clk_rise
169768000,169.768,1,0,-593,ideal_clk_rise
169776000,169.776,1,0,-593,ideal_clk_rise
169784000,169.784,1,0,-593,ideal_clk_rise
169792000,169.792,1,0,-593,ideal_clk_rise
169800000,169.800,1,0,-593,ideal_clk_rise
169808000,169.808,1,0,-593,ideal_clk_rise
169816000,169.816,1,0,-593,ideal_clk_rise
169824000,169.824,1,0,-593,ideal_clk_rise
169832000,169.832,1,0,-593,ideal_clk_rise
169840000,169.840,1,0,-593,ideal_clk_rise
169848000,169.848,1,0,-593,ideal_clk_rise
169856000,169.856,1,0,-593,ideal_clk_rise
169864000,169.864,1,0,-593,ideal_clk_rise
169872000,169.872,1,0,-593,ideal_clk_rise
169880000,169.880,1,0,-593,ideal_clk_rise
169888000,169.888,1,0,1668,ideal_clk_rise
169896000,169.896,1,0,1668,ideal_clk_rise
169904000,169.904,1,0,1668,ideal_clk_rise
169912000,169.912,1,0,1668,ideal_clk_rise
169920000,169.920,1,0,1668,ideal_clk_rise
169928000,169.928,1,0,1668,ideal_clk_rise
169936000,169.936,1,0,1668,ideal_clk_rise
169944000,169.944,1,0,1668,ideal_clk_rise
169952000,169.952,1,0,1668,ideal_clk_rise
169960000,169.960,1,0,1668,ideal_clk_rise
169968000,169.968,1,0,1668,ideal_clk_rise
169976000,169.976,1,0,1668,ideal_clk_rise
169984000,169.984,1,0,1668,ideal_clk_rise
169992000,169.992,1,0,1668,ideal_clk_rise
170000000,170.000,1,0,-1189,ideal_clk_rise
170008000,170.008,1,0,-1189,ideal_clk_rise
170016000,170.016,1,0,-1189,ideal_clk_rise
170024000,170.024,1,0,-1189,ideal_clk_rise
170032000,170.032,1,0,-1189,ideal_clk_rise
170040000,170.040,1,0,-1189,ideal_clk_rise
170048000,170.048,1,0,-1189,ideal_clk_rise
170056000,170.056,1,0,-1189,ideal_clk_rise
170064000,170.064,1,0,-1189,ideal_clk_rise
170072000,170.072,1,0,-1189,ideal_clk_rise
170080000,170.080,1,0,-1189,ideal_clk_rise
170088000,170.088,1,0,-1189,ideal_clk_rise
170096000,170.096,1,0,-1189,ideal_clk_rise
170104000,170.104,1,0,-1189,ideal_clk_rise
170112000,170.112,1,0,45,ideal_clk_rise
170120000,170.120,1,0,45,ideal_clk_rise
170128000,170.128,1,0,45,ideal_clk_rise
